entity1,entity1_type,relation,entity2,entity2_type,pdf_name,source
protopterus annectens,species,expression,genes involved in muscle atrophy,gene,PMC11017076,"notably, 2 736 genes were differentially expressed in the brain (1 328 up-regulated and 1 408 down-regulated), 4 475 genes were differentially expressed in the eye (2 039 up-regulated and 2 436 down-regulated), 4 099 genes were differentially expressed in the gill (1 999 up-regulated and 2 100 down-regulated), 3 812 genes were differentially expressed in the gut (1 849 up-regulated and 1 963 down-regulated), 2 430 genes were differentially expressed in the heart (1 292 up-regulated and 1 138 down-regulated), 4 156 genes were differentially expressed in the kidney (1 871 up-regulated and 2 285 down-regulated), 3 179 genes were differentially expressed in the liver (1 768 up-regulated and 1 411 down-regulated), 3 772 genes were differentially expressed in the lung (1 879 up-regulated and 1 893 down-regulated), 3 152 genes were differentially expressed in the muscle (1 583 up-regulated and 1 569 down-regulated), 4 652 genes were differentially expressed in the skin (2 294 up-regulated and 2 358 down-regulated), and 2 428 genes were differentially expressed in the spinal cord (1 339 up-regulated and 1 089 down-regulated)."
nectin1,gene,expression,squamous cell carcinoma,disease,PMC11172577,"a total of 26 differentially expressed genes, with 19 genes being overexpressed in scc compared to adc (benjamini–hochberg (bh)-adjusted p-value < 0.05)."
tnfsf10,gene,expression,squamous cell carcinoma,disease,PMC11172577,"a total of 26 differentially expressed genes, with 19 genes being overexpressed in scc compared to adc (benjamini–hochberg (bh)-adjusted p-value < 0.05)."
samd9,gene,expression,squamous cell carcinoma,disease,PMC11172577,"a total of 26 differentially expressed genes, with 19 genes being overexpressed in scc compared to adc (benjamini–hochberg (bh)-adjusted p-value < 0.05)."
ifi16,gene,expression,squamous cell carcinoma,disease,PMC11172577,"a total of 26 differentially expressed genes, with 19 genes being overexpressed in scc compared to adc (benjamini–hochberg (bh)-adjusted p-value < 0.05)."
egfr,gene,expression,squamous cell carcinoma,disease,PMC11172577,"a total of 26 differentially expressed genes, with 19 genes being overexpressed in scc compared to adc (benjamini–hochberg (bh)-adjusted p-value < 0.05)."
s100a8,gene,expression,squamous cell carcinoma,disease,PMC11172577,"a total of 26 differentially expressed genes, with 19 genes being overexpressed in scc compared to adc (benjamini–hochberg (bh)-adjusted p-value < 0.05)."
jag1,gene,expression,squamous cell carcinoma,disease,PMC11172577,"a total of 26 differentially expressed genes, with 19 genes being overexpressed in scc compared to adc (benjamini–hochberg (bh)-adjusted p-value < 0.05)."
s100a9,gene,expression,squamous cell carcinoma,disease,PMC11172577,"a total of 26 differentially expressed genes, with 19 genes being overexpressed in scc compared to adc (benjamini–hochberg (bh)-adjusted p-value < 0.05)."
notch1,gene,expression,squamous cell carcinoma,disease,PMC11172577,"a total of 26 differentially expressed genes, with 19 genes being overexpressed in scc compared to adc (benjamini–hochberg (bh)-adjusted p-value < 0.05)."
ndufa4l2,gene,expression,squamous cell carcinoma,disease,PMC11172577,"a total of 26 differentially expressed genes, with 19 genes being overexpressed in scc compared to adc (benjamini–hochberg (bh)-adjusted p-value < 0.05)."
il12rb2,gene,expression,squamous cell carcinoma,disease,PMC11172577,"a total of 26 differentially expressed genes, with 19 genes being overexpressed in scc compared to adc (benjamini–hochberg (bh)-adjusted p-value < 0.05)."
wnt2b,gene,expression,squamous cell carcinoma,disease,PMC11172577,"a total of 26 differentially expressed genes, with 19 genes being overexpressed in scc compared to adc (benjamini–hochberg (bh)-adjusted p-value < 0.05)."
mmp1,gene,expression,squamous cell carcinoma,disease,PMC11172577,"a total of 26 differentially expressed genes, with 19 genes being overexpressed in scc compared to adc (benjamini–hochberg (bh)-adjusted p-value < 0.05)."
cxcl10,gene,expression,squamous cell carcinoma,disease,PMC11172577,"a total of 26 differentially expressed genes, with 19 genes being overexpressed in scc compared to adc (benjamini–hochberg (bh)-adjusted p-value < 0.05)."
slc2al,gene,expression,squamous cell carcinoma,disease,PMC11172577,"a total of 26 differentially expressed genes, with 19 genes being overexpressed in scc compared to adc (benjamini–hochberg (bh)-adjusted p-value < 0.05)."
col17a1,gene,expression,squamous cell carcinoma,disease,PMC11172577,"a total of 26 differentially expressed genes, with 19 genes being overexpressed in scc compared to adc (benjamini–hochberg (bh)-adjusted p-value < 0.05)."
dtx3l,gene,expression,squamous cell carcinoma,disease,PMC11172577,"a total of 26 differentially expressed genes, with 19 genes being overexpressed in scc compared to adc (benjamini–hochberg (bh)-adjusted p-value < 0.05)."
irf5,gene,expression,squamous cell carcinoma,disease,PMC11172577,"a total of 26 differentially expressed genes, with 19 genes being overexpressed in scc compared to adc (benjamini–hochberg (bh)-adjusted p-value < 0.05)."
cdkn2b,gene,expression,squamous cell carcinoma,disease,PMC11172577,"a total of 26 differentially expressed genes, with 19 genes being overexpressed in scc compared to adc (benjamini–hochberg (bh)-adjusted p-value < 0.05)."
cd274,protein,expression,squamous cell carcinoma,disease,PMC11172577,"importantly, the immune checkpoint markers cd274 and ctla4 demonstrated significantly higher expression in scc compared to adc."
ctla4,protein,expression,squamous cell carcinoma,disease,PMC11172577,"importantly, the immune checkpoint markers cd274 and ctla4 demonstrated significantly higher expression in scc compared to adc."
b cells,cell,expression,squamous cell carcinoma,disease,PMC11172577,"a higher number of b cells, t cells and cytotoxic cells was found in scc compared to adc (figure 2a,b)."
t cells,cell,expression,squamous cell carcinoma,disease,PMC11172577,"a higher number of b cells, t cells and cytotoxic cells was found in scc compared to adc (figure 2a,b)."
cytotoxic cells,cell,expression,squamous cell carcinoma,disease,PMC11172577,"a higher number of b cells, t cells and cytotoxic cells was found in scc compared to adc (figure 2a,b)."
cytotoxicity,pathway,activation,squamous cell carcinoma,disease,PMC11172577,"higher activation of a variety of pathways was found in scc samples including cytotoxicity, interferon signaling, metabolic stress, lymphoid compartment, hypoxia, pi3k-akt, hedgehog signaling path-ways."
interferon signaling,pathway,activation,squamous cell carcinoma,disease,PMC11172577,"higher activation of a variety of pathways was found in scc samples including cytotoxicity, interferon signaling, metabolic stress, lymphoid compartment, hypoxia, pi3k-akt, hedgehog signaling path-ways."
metabolic stress,pathway,activation,squamous cell carcinoma,disease,PMC11172577,"higher activation of a variety of pathways was found in scc samples including cytotoxicity, interferon signaling, metabolic stress, lymphoid compartment, hypoxia, pi3k-akt, hedgehog signaling path-ways."
lymphoid compartment,pathway,activation,squamous cell carcinoma,disease,PMC11172577,"higher activation of a variety of pathways was found in scc samples including cytotoxicity, interferon signaling, metabolic stress, lymphoid compartment, hypoxia, pi3k-akt, hedgehog signaling path-ways."
hypoxia,pathway,activation,squamous cell carcinoma,disease,PMC11172577,"higher activation of a variety of pathways was found in scc samples including cytotoxicity, interferon signaling, metabolic stress, lymphoid compartment, hypoxia, pi3k-akt, hedgehog signaling path-ways."
pi3k-akt,pathway,activation,squamous cell carcinoma,disease,PMC11172577,"higher activation of a variety of pathways was found in scc samples including cytotoxicity, interferon signaling, metabolic stress, lymphoid compartment, hypoxia, pi3k-akt, hedgehog signaling path-ways."
hedgehog signaling,pathway,activation,squamous cell carcinoma,disease,PMC11172577,"higher activation of a variety of pathways was found in scc samples including cytotoxicity, interferon signaling, metabolic stress, lymphoid compartment, hypoxia, pi3k-akt, hedgehog signaling path-ways."
autophagy,pathway,expression,adenocarcinoma,disease,PMC11172577,"on the other hand, only the autophagy pathway scored more highly in adc compared to scc (bh, p-value = 0.012)."
shp2,protein,molecular interaction or relation,receptor and non-receptor tyrosine kinases,protein,PMC11172685,"shp2, a pivotal component downstream of both receptor and non-receptor tyrosine kinases, has been underscored in the progression of various human cancers and neurodevelopmental disorders."
shp2,protein,molecular interaction or relation,ptpn11,gene,PMC11172685,"shp2, a non-receptor protein tyrosine phosphatase encoded by ptpn11, is integral to the developmental processes mediated by growth factors, cytokines, and adhesion receptors."
shp2,protein,molecular interaction or relation,ras-map kinase pathway,pathway,PMC11172685,"additionally, shp2 modulates several other critical signaling pathways, including nf-κb, jak-stat, pi3k-akt, pd-1, and various immune checkpoints, which are involved in immune regulation and cell growth."
activating mutations,molecular,molecular interaction or relation,noonan syndrome,disease,PMC11172685,"activating mutations in shp2 are implicated in developmental disorders such as noonan syndrome [5] and are frequently observed in juvenile myelomonocytic leukemia (35%), and, to a lesser extent, in acute myeloid leukemia (5%) [6]."
e76k mutation,molecular,molecular interaction or relation,cancer,disease,PMC11172685,these mutations are also present at lower frequencies in other hematologic and solid tumors [4] and have been shown to induce leukemia in murine models [7].
e76k mutation,molecular,state change,open state,state,PMC11172685,"the mutation causes a 120-degree c-sh2 domain rotation, exposing the catalytic cleft and shifting the n-sh2 domain across the ptp domain. in the open state, the de-loop of the n-sh2 domain occludes the ptp domain catalytic cleft."
shp2,protein,molecular interaction or relation,"n-sh2, c-sh2, ptp domains",domain,PMC11172685,"structurally, shp2 comprises two tandem src homology 2 domains (n-sh2 and c-sh2), a protein tyrosine phosphatase (ptp) domain, and a disordered c-terminal tail containing two phosphotyrosine-binding sites (figure 1) [10]."
shp2,protein,state change,closed state,state,PMC11172685,"the enzyme dynamically transitions between a closed (basal) state, where the n-sh2 domain occludes the ptp catalytic cleft, and an open (active) state, triggered by activating mutations or ligand binding [11,12]."
shp099,molecule,inhibition,shp2,protein,PMC11172685,"“molecular glue” inhibitors, like shp099, target an allosteric site formed between the c-sh2 and ptp domains, demonstrating high-affinity binding and antiproliferative effects in certain cancer cell lines [8]."
e76k mutation,molecular,missing interaction,closed state,state,PMC11172685,"however, activating mutations can destabilize the closed state, leading to reduced inhibitor efficacy and drug resistance [31]."
research team,scientist,molecular interaction or relation,shp2,protein,PMC11172685,"this study elucidates the dynamic properties of shp2 structures across different states, with a focus on the effects of oncogenic mutation on two known binding sites of allosteric inhibitors."
e76k mutation,molecular,state change,c-sh2 domain rotation,state,PMC11172685,"the mutation causes a 120-degree c-sh2 domain rotation, exposing the catalytic cleft and shifting the n-sh2 domain across the ptp domain."
shp2,protein,activation,ras-map kinase pathway,pathway,PMC11172685,"shp2 is essential for the sustained activation of the ras-map kinase pathway, which plays a crucial role in cell proliferation, differentiation, and survival."
pathway cross-talk,concept,correlation,colorectal cancer progression,concept,PMC11176588,"through integrated network analysis, this study explores the significance of pathway cross-talk in colorectal cancer (crc) development at both the pathway and gene levels."
ptprc gene,gene,mediates,immune system interactions,concept,PMC11176588,"the ptprc gene was identified as a mediator, facilitating interactions within the immune system and other signaling pathways."
itga7,gene,influential in,epithelial-mesenchymal transition,concept,PMC11176588,the rewired interactions of itga7 were identified as influential in the epithelial-mesenchymal transition in crc.
cell communication pathway,concept,linked to,vascular smooth muscle contraction pathway,concept,PMC11176588,this study also highlighted the crucial link between cell communication and vascular smooth muscle contraction pathway in crc progression.
survival analysis,concept,indicates,significant prognostic value,concept,PMC11176588,the survival analysis of identified gene clusters showed their significant prognostic value in distinguishing high-risk from low-risk crc groups.
study,concept,reveals,seven potential drug molecules,concept,PMC11176588,this study also revealed seven potential drug molecules in crc.
transcription factors,concept,emerges as,common regulators,concept,PMC11176588,"nine dysregulated genes (ctnnb1, ep300, jun, myc, nfkb1, rela, sp1, stat1, and tp53) emerge as transcription factors acting as common regulators across various pathways."
chchd10,gene,associated with,mitochondrial cardiomyopathy,phenotype,PMC11178915,"mutations in chchd10, a mitochondrial protein with undefined functions, are associated with autosomal dominant mitochondrial diseases."
chchd10,gene,associated with,autosomal dominant familial amyotrophic lateral sclerosis,disease,PMC11178915,pathogenic variants in the mitochondrial protein coiled-coil-helix-coiled-coil-helix aggregation domain-containing protein 10 (chchd10) were first associated with autosomal dominant familial amyotrophic lateral sclerosis and frontotemporal dementia (als-ftd).
chchd10,gene,associated with,charcot marie tooth neuropathy,disease,PMC11178915,"individual ablation of chchd10 or chchd2 does not impair mitochondrial function in mice, while knock out of both proteins causes mitochondrial integrated stress response (mtisr) activation and mild mitochondrial cardiomyopathy."
chchd10,gene,associated with,spinal muscular atrophy,disease,PMC11178915,pathogenic variants in the mitochondrial protein coiled-coil-helix-coiled-coil-helix aggregation domain-containing protein 10 (chchd10) were first associated with autosomal dominant familial amyotrophic lateral sclerosis and frontotemporal dementia (als-ftd).
chchd10,gene,associated with,mitochondrial myopathy,disease,PMC11178915,"individual ablation of chchd10 or chchd2 does not impair mitochondrial function in mice, while knock out of both proteins causes mitochondrial integrated stress response (mtisr) activation and mild mitochondrial cardiomyopathy."
chchd10,gene,associated with,mitochondrial integrated stress response (mtisr),phenotype,PMC11178915,"in mutant hearts, mtisr is accompanied by a metabolic rewiring characterized by increased reliance on glycolysis rather than fatty acid oxidation."
high-fat diet (hfd),lipid signaling molecule,ameliorates,mitochondrial cardiomyopathy,phenotype,PMC11178915,high-fat diet (hfd) ameliorated the ventricular dysfunction of mutant hearts and significantly extended the survival of mutant female mice affected by severe pregnancy-induced cardiomyopathy.
high-fat diet (hfd),lipid signaling molecule,increases,fatty acid utilization,metabolic process,PMC11178915,hfd increased fatty acid utilization and ameliorated cardiomyopathy markers.
high-fat diet (hfd),lipid signaling molecule,decreases,glucose uptake,metabolic process,PMC11178915,hfd decreased insulin sensitivity and glucose uptake and enhanced fatty acid utilization in the heart.
chchd10 aggregates,protein,decreases,accumulation,state change,PMC11178915,"importantly, hfd also decreased accumulation of aggregated chchd10 in the s55l heart, suggesting activation of quality control mechanisms."
high-fat diet (hfd),lipid signaling molecule,activates,autophagic clearance,biological process,PMC11178915,hfd attenuated the burden of chchd10 aggregates and the mtisr by promoting the autophagic clearance of damaged heart mitochondria.
high-fat diet (hfd),lipid signaling molecule,improves,cardiac function,phenotype,PMC11178915,hfd significantly improved cardiac function in het mice and significantly extended the survival of mutant female mice affected by severe pregnancy-induced cardiomyopathy.
high-fat diet (hfd),lipid signaling molecule,increases,survival,phenotype,PMC11178915,high-fat diet (hfd) ameliorated the ventricular dysfunction of mutant hearts and significantly extended the survival of mutant female mice affected by severe pregnancy-induced cardiomyopathy.
chchd10,gene,associates with,chchd2,gene,PMC11178915,"individual ablation of chchd10 (anderson et al, 2019; liu et al, 2020) or chchd2 (nguyen et al, 2021) does not impair mitochondrial function in mice, while knock out of both proteins causes mitochondrial integrated stress response (mtisr) activation and mild mitochondrial cardiomyopathy (liu et al, 2020)."
chchd10,gene,associates with,prohibitin,protein,PMC11178915,"individual ablation of chchd10 (anderson et al, 2019; liu et al, 2020) or chchd2 (nguyen et al, 2021) does not impair mitochondrial function in mice, while knock out of both proteins causes mitochondrial integrated stress response (mtisr) activation and mild mitochondrial cardiomyopathy (liu et al, 2020)."
chchd10,gene,associates with,mitochondrial proteins,protein,PMC11178915,"individual ablation of chchd10 (anderson et al, 2019; liu et al, 2020) or chchd2 (nguyen et al, 2021) does not impair mitochondrial function in mice, while knock out of both proteins causes mitochondrial integrated stress response (mtisr) activation and mild mitochondrial cardiomyopathy (liu et al, 2020)."
high-fat diet (hfd),lipid signaling molecule,improves,cardiomyopathy,phenotype,PMC11178915,hfd ameliorated cardiomyopathy markers.
high-fat diet (hfd),lipid signaling molecule,increases,oxidative phosphorylation,metabolic process,PMC11178915,"interestingly, in the yme1l cardiac knockout (ko) mouse, high-fat diet (hfd) decreased insulin sensitivity, forced the utilization of fatty acids (fa), and attenuated cardiac dysfunction (wai et al, 2015)."
high-fat diet (hfd),lipid signaling molecule,decreases,glucose oxidation,metabolic process,PMC11178915,"in the s55l heart, uncoupling of glucose uptake and oxidation accompanied by decreased fao may have detrimental effects associated with imbalance of key metabolites."
high-fat diet (hfd),lipid signaling molecule,increases,fatty acid oxidation,metabolic process,PMC11178915,"furthermore, hfd reactivated fao by hfd."
high-fat diet (hfd),lipid signaling molecule,improves,cardiac function,phenotype,PMC11178915,hfd significantly improved cardiac function in het mice and significantly extended the survival of mutant female mice affected by severe pregnancy-induced cardiomyopathy.
high-fat diet (hfd),lipid signaling molecule,reduces,cardiomyopathy,phenotype,PMC11178915,hfd ameliorated cardiomyopathy markers.
high-fat diet (hfd),lipid signaling molecule,increases,autophagic clearance,biological process,PMC11178915,hfd attenuated the burden of chchd10 aggregates and the mtisr by promoting the autophagic clearance of damaged heart mitochondria.
high-fat diet (hfd),lipid signaling molecule,improves,mitochondrial function,phenotype,PMC11178915,"interestingly, in the yme1l cardiac knockout (ko) mouse, high-fat diet (hfd) decreased insulin sensitivity, forced the utilization of fatty acids (fa), and attenuated cardiac dysfunction (wai et al, 2015)."
high-fat diet (hfd),lipid signaling molecule,increases,cardiac function,phenotype,PMC11178915,hfd significantly improved cardiac function in het mice and significantly extended the survival of mutant female mice affected by severe pregnancy-induced cardiomyopathy.
high-fat diet (hfd),lipid signaling molecule,increases,survival,phenotype,PMC11178915,high-fat diet (hfd) ameliorated the ventricular dysfunction of mutant hearts and significantly extended the survival of mutant female mice affected by severe pregnancy-induced cardiomyopathy.
high-fat diet (hfd),lipid signaling molecule,improves,cardiomyopathy,phenotype,PMC11178915,hfd ameliorated cardiomyopathy markers.
high-fat diet (hfd),lipid signaling molecule,increases,autophagic clearance,biological process,PMC11178915,hfd attenuated the burden of chchd10 aggregates and the mtisr by promoting the autophagic clearance of damaged heart mitochondria.
high-fat diet (hfd),lipid signaling molecule,improves,mitochondrial function,phenotype,PMC11178915,"interestingly, in the yme1l cardiac knockout (ko) mouse, high-fat diet (hfd) decreased insulin sensitivity, forced the utilization of fatty acids (fa), and attenuated cardiac dysfunction (wai et al, 2015)."
high-fat diet (hfd),lipid signaling molecule,increases,cardiac function,phenotype,PMC11178915,hfd significantly improved cardiac function in het mice and significantly extended the survival of mutant female mice affected by severe pregnancy-induced cardiomyopathy.
high-fat diet (hfd),lipid signaling molecule,increases,survival,phenotype,PMC11178915,high-fat diet (hfd) ameliorated the ventricular dysfunction of mutant hearts and significantly extended the survival of mutant female mice affected by severe pregnancy-induced cardiomyopathy.
shaprs,method,improvement of,polygenic risk score (prs) accuracy,measure,PMC11179256,"we present shaprs, a method that leverages widespread pleiotropy between traits or shared genetic effects across ancestries, to improve the accuracy of polygenic risk scores."
shaprs,method,use of,gwas summary statistics,data,PMC11179256,the method uses genome-wide summary statistics from two diseases or ancestries to improve the genetic effect estimate and standard error at snps where there is homogeneity of effect between the two datasets.
shaprs,method,addressing of,population structure,concept,PMC11179256,weshowvia simulation and a series of real-world examples that shaprs substantially enhances the accuracy of polygenic risk scores (prss) for complex diseases and greatly improves prs performance across ancestries.
shaprs,method,addressing of,genetic diversity,concept,PMC11179256,weshowvia simulation and a series of real-world examples that shaprs substantially enhances the accuracy of polygenic risk scores (prss) for complex diseases and greatly improves prs performance across ancestries.
polygenic risk score (prs),measure,limitation of,gwas,study,PMC11179256,"unfortunately, the clinical utility of polygenic scores is currently limited by the gwas on which they are based."
polygenic risk score (prs),measure,problem,portability across ancestries,concept,PMC11179256,recent studies have demonstrated the poor portability of polygenic risk scores across populations due to differences in effect sizes and ld structure.
shaprs,method,pre-processing method of,polygenic risk score (prs),measure,PMC11179256,"shaprs is a prs pre-processing method that is agnostic to the actual prs generation method, and as a result, it can be integrated into existing prs generation pipelines and continue to be applied as more performant prs methods are developed over time."
shaprs,method,integration into,prs generation pipelines,process,PMC11179256,"shaprs is a prs pre-processing method that is agnostic to the actual prs generation method, and as a result, it can be integrated into existing prs generation pipelines and continue to be applied as more performant prs methods are developed over time."
shaprs,method,improvement of,polygenic risk score (prs) accuracy,measure,PMC11179256,weshowvia simulation and a series of real-world examples that shaprs substantially enhances the accuracy of polygenic risk scores (prss) for complex diseases and greatly improves prs performance across ancestries.
shaprs,method,improvement of,predictive performance,measure,PMC11179256,"we introduce shaprs, a polygenic risk score (prs) pre-processing method that improves predictive performance of prss by leveraging the genetic overlap between traits or ancestries."
streptococcus sanguinis,protein,molecular interaction or relation,cariogenic pathogens,disease,PMC11184915,"streptococcus sanguinis, a health-associated species that antagonizes cariogenic pathogens, showed a lasting decrease in relative abundance from t0 to t3."
neisseria subflava,protein,correlation,periodontal health,phenotype,PMC11184915,neisseria subflava was associated with lower bop.
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,the relative abundance of streptococcus sanguinis and eubacterium nodatum and granulicatella elegans showed a temporary decrease at t2.
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
lachnoanaerobaculum saburreum,protein,molecular interaction or relation,oral microbiome,other,PMC11184915,lachnoanaerobaculum saburreum exhibited a steady increase in abundance from t0 to t3.
selenomonas sputigena,protein,molecular interaction or relation,oral microbiome,other,PMC11184915,selenomonas sputigena exhibited a steady increase in abundance from t0 to t3.
actinomyces johnsonii,protein,missing interaction,oral microbiome,other,PMC11184915,actinomyces johnsonii showed a significant decrease in abundance from t0 to t3.
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
mogibacterium diversum,protein,correlation,bleeding on probing,phenotype,PMC11184915,mogibacterium diversum was associated with both longitudinal changes between visits and bleeding on probing.
neisseria subflava,protein,correlation,periodontal health,phenotype,PMC11184915,neisseria subflava was associated with lower bop.
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
